gene	meanA	meanB	log2fc	nCellA	nCellB	expCellA	expCellB	expFractionCellA	expFractionCellB	chisq.test.p	fisher.test.p	wilcox	fisher	p.adjust
CD69	6.48421024921954	8.96675302636276	2.48254277714322	477	155	418	154	0.876310272536688	0.993548387096774	3.06991268042223e-05	7.89420503221435e-07	1.94040951832606e-12	6.43663324185706e-17	2.36591229200859e-15
AHCY	2.36859449525541	0.787955899177118	-1.58063859607829	477	155	190	21	0.39832285115304	0.135483870967742	3.02525036953003e-09	3.53833980898248e-10	4.33273391012302e-09	6.4418403990333e-17	2.36591229200859e-15
LOC100288778	2.10662344243888	0.912129963665739	-1.19449347877314	477	155	236	33	0.494758909853249	0.212903225806452	1.26182560547853e-09	4.04267456796567e-10	4.06524179896776e-09	6.89420840643134e-17	2.52683399242729e-15
PRPS1	1.79522796241232	0.520940822256757	-1.27428714015557	477	155	161	14	0.337526205450734	0.0903225806451613	4.30539166050747e-09	2.54074937052148e-10	6.91422335693764e-09	7.35772941503395e-17	2.68564677785715e-15
GAPT	2.03984882789683	0.344271151653986	-1.69557767624284	477	155	161	15	0.337526205450734	0.0967741935483871	1.15628310951369e-08	6.51088401789832e-10	2.71259003826864e-09	7.39617763436786e-17	2.69414863992875e-15
QARS	3.03660353676662	1.27922078453586	-1.75738275223077	477	155	237	34	0.49685534591195	0.219354838709677	2.35385713779369e-09	7.85102253141519e-10	2.81387641640972e-09	9.20210145364038e-17	3.32472673658357e-15
SF3B2	2.99451539580076	1.40239370025326	-1.5921216955475	477	155	263	41	0.551362683438155	0.264516129032258	9.53422168940202e-10	3.68963435313828e-10	7.81343648391304e-09	1.19315585018001e-16	4.29342882445341e-15
CGGBP1	2.26776478499568	0.752591298084094	-1.51517348691158	477	155	198	24	0.415094339622642	0.154838709677419	6.63364333202786e-09	1.13592041645466e-09	2.62606857351821e-09	1.23357993310349e-16	4.41209595389289e-15
GUK1	1.75677808663196	3.24868462473205	1.49190653810009	477	155	152	91	0.318658280922432	0.587096774193548	4.2727902443932e-09	4.57234413888822e-09	7.2421956091575e-10	1.36591708321404e-16	4.86584009443141e-15
NAMPT	1.50186901515204	0.334586143980751	-1.16728287117129	477	155	145	11	0.30398322851153	0.0709677419354839	9.57850452946316e-09	4.10002634211685e-10	8.3077288620877e-09	1.40406373323035e-16	4.99172738438052e-15
HNRNPF	3.53626181215239	1.75267473860798	-1.78358707354441	477	155	276	44	0.578616352201258	0.283870967741935	3.30018850276591e-10	1.89432535907806e-10	1.88684419101599e-08	1.47163675798291e-16	5.22151996205673e-15
UBA1	2.61261482814563	1.07113900378824	-1.54147582435738	477	155	234	34	0.490566037735849	0.219354838709677	5.15236954424462e-09	1.44888671333261e-09	2.59078247364663e-09	1.5436838757776e-16	5.46623995534317e-15
BANK1	0.494509949813389	1.81132919136254	1.31681924154916	477	155	49	47	0.10272536687631	0.303225806451613	3.35511375641102e-09	1.27437448633659e-08	3.31480296827466e-10	1.73220299230552e-16	6.109452458576e-15
MSI2	1.44350773579974	0.260351986833435	-1.18315574896631	477	155	143	11	0.29979035639413	0.0709677419354839	1.53651646944316e-08	7.0637542450521e-10	6.26007770703382e-09	1.81123456183153e-16	6.36648358612971e-15
MRPL3	3.05230906617049	1.36650200040901	-1.68580706576149	477	155	237	33	0.49685534591195	0.212903225806452	9.64768321407287e-10	2.34963018067875e-10	1.8950943009124e-08	1.82354343957584e-16	6.393551909645e-15
EZR	1.90735261499827	3.85920375733503	1.95185114233676	477	155	172	94	0.360587002096436	0.606451612903226	1.2048380907151e-07	1.210824611868e-07	3.80400809556455e-11	1.88473171759885e-16	6.59507697087345e-15
SMARCA2	2.35899680467989	0.918227304157573	-1.44076950052231	477	155	215	28	0.450733752620545	0.180645161290323	3.42194326471037e-09	7.18850515593293e-10	6.91665086802981e-09	2.030714673578e-16	7.07803608578874e-15
KAT7	1.72617636073408	0.376690233516902	-1.34948612721718	477	155	139	10	0.291404612159329	0.0645161290322581	1.40774233458444e-08	4.4497875652619e-10	1.3013654500832e-08	2.3562915665615e-16	8.19675907772939e-15
CENPU	2.32838813003023	0.883017541318185	-1.44537058871204	477	155	192	22	0.40251572327044	0.141935483870968	4.68538566189432e-09	4.8307380307906e-10	1.29051033999496e-08	2.53207995240037e-16	8.75685860581108e-15
TCF25	1.66435750619273	0.332589597992115	-1.33176790820061	477	155	146	12	0.306079664570231	0.0774193548387097	2.0846369359519e-08	1.06017929798426e-09	6.11592304750832e-09	2.63101537040147e-16	9.06374597369313e-15
LATS1	1.24767757895429	0.241877950824416	-1.00579962812988	477	155	133	9	0.278825995807128	0.0580645161290323	2.02156939359261e-08	4.84911452573516e-10	1.3777953770733e-08	2.70899734172307e-16	9.31433979622228e-15
RPSAP9	5.17452152377053	3.75136214867834	-1.42315937509219	477	155	428	108	0.89727463312369	0.696774193548387	3.35511375641102e-09	1.27437448633658e-08	5.75946572113804e-10	2.96915237374254e-16	1.01891221227118e-14
TKT	3.52941157384727	1.66696661680694	-1.86244495704033	477	155	285	50	0.59748427672956	0.32258064516129	4.49489601482444e-09	3.61651945996072e-09	2.03565246024578e-09	2.97793454924883e-16	1.01995692769648e-14
PPP1CC	2.47253715408994	0.807149848501389	-1.66538730558855	477	155	204	26	0.427672955974843	0.167741935483871	9.06765836586667e-09	1.6354133411453e-09	4.58788764137025e-09	3.03359162740215e-16	1.03702163016732e-14
PYGL	1.88295334076311	0.471168849067561	-1.41178449169555	477	155	156	14	0.327044025157233	0.0903225806451613	1.43017480880673e-08	7.77074441784728e-10	1.05513088386096e-08	3.30774314018387e-16	1.12856894548769e-14
G3BP2	2.20312042985359	0.870587682636553	-1.33253274721704	477	155	214	28	0.448637316561845	0.180645161290323	4.41317793766413e-09	7.71098630533842e-10	1.12768643310693e-08	3.5029007186812e-16	1.19058438193646e-14
PKD1P1	2.39567637367644	1.28692354727364	-1.1087528264028	477	155	282	46	0.591194968553459	0.296774193548387	3.36440272522219e-10	1.88340899186749e-10	5.08136415727585e-08	3.84609433100933e-16	1.30473612267217e-14
EEF2	4.60876173142632	2.99822909829105	-1.61053263313528	477	155	417	112	0.874213836477987	0.72258064516129	1.59362688066855e-05	2.73924138688663e-05	3.62369414959001e-13	3.98549311999571e-16	1.34706503934313e-14
RPL13A	8.924981920299	6.63581977357407	-2.28916214672493	477	155	477	149	1	0.961290322580645	0.000122601240189526	0.000202064875276063	4.91304455712023e-14	3.98602728788529e-16	1.34706503934313e-14
NPIPA1	3.57948684516761	1.95018619061953	-1.62930065454808	477	155	328	63	0.687631027253669	0.406451612903226	6.9947587369016e-10	7.19383434665747e-10	1.38343355921313e-08	3.99567951855277e-16	1.3477646892181e-14
UQCRC1	3.80063663479208	1.67862041500743	-2.12201621978465	477	155	277	48	0.580712788259958	0.309677419354839	7.7909020083021e-09	4.16777261401548e-09	2.65956620388341e-09	4.43833005512804e-16	1.4914131391296e-14
KCNAB2	1.45375420405043	0.36670990991599	-1.08704429413444	477	155	163	16	0.341719077568134	0.103225806451613	1.88198373475822e-08	1.47476169298128e-09	7.86772190930684e-09	4.64065674832583e-16	1.55645876147623e-14
MSN	3.71404188981684	1.95007817304153	-1.7639637167753	477	155	300	54	0.628930817610063	0.348387096774194	1.7447222650864e-09	1.61702879443651e-09	7.39147683670009e-09	4.77678242478857e-16	1.59909763433223e-14
HNRNPK	6.02161953962555	3.81473956519567	-2.20687997442988	477	155	396	97	0.830188679245283	0.625806451612903	1.73800839890852e-07	3.40676879354095e-07	3.76732166096513e-11	5.12020482399836e-16	1.70443372568155e-14
ZRANB2	4.35436950102589	2.3861695730359	-1.96819992798999	477	155	333	66	0.69811320754717	0.425806451612903	1.86594720217445e-09	1.95756801822909e-09	6.58080949884259e-09	5.13886870603923e-16	1.70744916109445e-14
SNHG17	2.00278240703987	0.370646566458039	-1.63213584058183	477	155	168	18	0.352201257861635	0.116129032258065	3.76881682430183e-08	4.37734080599992e-09	3.31644613971585e-09	5.77367010922088e-16	1.91122457842664e-14
FHL1	3.48204843680427	1.39864149884832	-2.08340693795594	477	155	258	43	0.540880503144654	0.27741935483871	1.98778581998856e-08	1.1654396040548e-08	1.26173721304564e-09	5.84638123946533e-16	1.93169652254156e-14
TFG	2.18036030918964	0.925441886430347	-1.25491842275929	477	155	190	21	0.39832285115304	0.135483870967742	3.02525036953003e-09	3.53833980898248e-10	5.05862442223309e-08	7.0812151922714e-16	2.32242954350215e-14
FBXO7	2.86961430846569	1.36722482704303	-1.50238948142266	477	155	239	34	0.50104821802935	0.219354838709677	1.38272942665561e-09	4.41117241618454e-10	4.36636452134957e-08	7.60578814669946e-16	2.48530312675974e-14
RPS8	10.2549406977624	8.48310866003742	-1.77183203772493	477	155	477	152	1	0.980645161290323	0.0176378229609437	0.0145363999277819	1.33356772192317e-15	7.65369726253054e-16	2.49636922089436e-14
ANKRD36	3.83487430805745	2.15929731623282	-1.67557699182463	477	155	350	75	0.733752620545073	0.483870967741935	1.51035836720513e-08	2.32805900512885e-08	8.94047865754654e-10	8.20297128664851e-16	2.67062303281069e-14
FEN1	1.43067469138035	0.187532481634788	-1.24314220974556	477	155	115	6	0.241090146750524	0.0387096774193548	5.1510018949303e-08	7.63898311658467e-10	2.89871274230458e-08	8.71313482577024e-16	2.83152988414793e-14
ZC3H11A	2.14136441744844	0.792723610213981	-1.34864080723446	477	155	190	22	0.39832285115304	0.141935483870968	7.67415998438638e-09	8.39082056279134e-10	2.6499477488119e-08	8.7484210387795e-16	2.83780898513402e-14
TSPAN32	1.58414967536235	0.361098921954624	-1.22305075340773	477	155	136	10	0.285115303983228	0.0645161290322581	2.83525376997883e-08	8.26947527001741e-10	3.07687972972864e-08	9.97667465506948e-16	3.23033458412596e-14
CDK2AP1	3.25541700633571	1.35256616864237	-1.90285083769334	477	155	282	51	0.591194968553459	0.329032258064516	2.31376930729649e-08	1.30926858773683e-08	2.08172720825386e-09	1.06681125913118e-15	3.43544147505721e-14
IFITM1	8.08571644248116	10.0249136809983	1.93919723851716	477	155	469	155	0.983228511530398	1	0.226618052848703	0.20975483497453	1.32304582085517e-16	1.0857296271712e-15	3.4900415646646e-14
CLIC2	1.24746816266045	0.062916519086943	-1.18455164357351	477	155	102	4	0.213836477987421	0.0258064516129032	1.03993338985309e-07	9.2560447008203e-10	3.98501693676702e-08	1.43258516107366e-15	4.5555695569312e-14
FXYD5	5.59400726298199	3.46271106390975	-2.13129619907224	477	155	393	89	0.823899371069182	0.574193548387097	4.39154444189225e-10	1.16214408606474e-09	3.33255498183392e-08	1.50229912760369e-15	4.76022625530896e-14
ANKRD36B	3.86731140615759	2.34762318592574	-1.51968822023185	477	155	381	87	0.79874213836478	0.561290322580645	8.74569911737906e-09	1.54151068397943e-08	2.83897304112118e-09	1.69221917537116e-15	5.342964131687e-14
PRPSAP2	1.50829503971039	0.371891749284548	-1.13640329042584	477	155	126	8	0.264150943396226	0.0516129032258065	3.56792124627998e-08	8.42358255768534e-10	5.27115043147621e-08	1.71628038220441e-15	5.40932625426696e-14
NUDT1	2.71476175324828	1.01467424055451	-1.70008751269378	477	155	212	28	0.444444444444444	0.180645161290323	7.30243084844673e-09	1.33845854333168e-09	3.49912282658452e-08	1.8078003544867e-15	5.68769187634612e-14
KLRG1	1.60258887466318	0.206994939891864	-1.39559393477132	477	155	161	17	0.337526205450734	0.109677419354839	7.61108362828926e-08	9.44330918026896e-09	5.12369632780422e-09	1.86606763190984e-15	5.85030303788878e-14
CXCL8	1.31974159199821	0.132909994072952	-1.18683159792526	477	155	102	4	0.213836477987421	0.0258064516129032	1.03993338985309e-07	9.2560447008203e-10	5.44079129449298e-08	1.94024434792497e-15	6.07214498744968e-14
PAFAH1B3	2.41258730394238	0.69816904826032	-1.71441825568206	477	155	202	27	0.423480083857442	0.174193548387097	3.52422674006656e-08	9.25255717699579e-09	5.88634635115711e-09	2.09407675527814e-15	6.54205771561057e-14
GOT2	1.6082018674538	0.437586212671397	-1.17061565478241	477	155	140	11	0.293501048218029	0.0709677419354839	3.09475432628417e-08	1.22984600928637e-09	5.17735366431376e-08	2.43823341647743e-15	7.59054942404603e-14
SNRPA1	3.47291012133079	1.76263222874631	-1.71027789258448	477	155	297	53	0.622641509433962	0.341935483870968	1.80230178376831e-09	1.10455530575004e-09	5.78974222250233e-08	2.44857885041687e-15	7.60942965821857e-14
ALDH18A1	1.79481315900664	0.436196784761727	-1.35861637424491	477	155	154	15	0.322851153039832	0.0967741935483871	5.95253030437778e-08	5.26346958160698e-09	1.23433211059616e-08	2.48652258084564e-15	7.71386132584853e-14
IL2RG	3.01251284751364	4.39105074690743	1.37853789939379	477	155	228	115	0.477987421383648	0.741935483870968	1.72152512517018e-08	6.59846829344991e-09	1.06381757627108e-08	2.68114064831556e-15	8.30312825164762e-14
BCAT1	2.47726516516453	1.098083748205	-1.37918141695953	477	155	237	36	0.49685534591195	0.232258064516129	1.31440003539379e-08	4.94275712406188e-09	1.5769608388988e-08	2.96897898929794e-15	9.16259904752781e-14
FAH	1.47338015557318	0.282216712665321	-1.19116344290786	477	155	118	7	0.247379454926625	0.0451612903225806	7.66417637588727e-08	1.49739031174045e-09	5.41676070291315e-08	3.08629619010808e-15	9.50814576696034e-14
HLA-DQA2	1.31559000752644	2.82298943493213	1.50739942740568	477	155	160	87	0.335429769392034	0.561290322580645	9.02054767233091e-07	7.53117242339953e-07	1.11830717266101e-10	3.20152397208244e-15	9.84607095635596e-14
EGR1	2.46842147115966	0.816264361144514	-1.65215711001514	477	155	212	30	0.444444444444444	0.193548387096774	4.07634871275102e-08	1.37978051493671e-08	6.1868824180709e-09	3.24385019831621e-15	9.95901228415699e-14
HSPB1	4.59856604219729	6.17929337971904	1.58072733752175	477	155	374	139	0.784067085953878	0.896774193548387	0.00270028799751688	0.00137215175525672	6.40486707405969e-14	3.33701898111785e-15	1.0227387829026e-13
ZNF667-AS1	1.40604245725173	0.0981152717599125	-1.30792718549181	477	155	111	6	0.232704402515723	0.0387096774193548	1.26907035430123e-07	2.31866728143892e-09	4.18708530471277e-08	3.67668507880267e-15	1.12104209195191e-13
EXOC4	1.39379069944751	0.377840371451321	-1.01595032799619	477	155	138	11	0.289308176100629	0.0709677419354839	4.90745519647546e-08	2.11774037049677e-09	4.6366144280293e-08	3.71749045589769e-15	1.13154298534311e-13
CD81	1.80118714640236	0.478882339777227	-1.32230480662513	477	155	159	16	0.333333333333333	0.103225806451613	4.79443427475522e-08	4.2871756195424e-09	2.37239506329482e-08	3.84707404167729e-15	1.16898441307445e-13
RPS17	8.32976684420163	6.71209453168115	-1.61767231252048	477	155	474	139	0.993710691823899	0.896774193548387	4.37848640795585e-09	4.40584129580492e-08	2.38548068020481e-09	3.97191733354693e-15	1.20486011128209e-13
SUPT16H	2.45845459779585	1.04918673482475	-1.4092678629711	477	155	214	29	0.448637316561845	0.187096774193548	1.06582862147901e-08	2.50189296204983e-09	4.32084535227091e-08	4.08233920342864e-15	1.23624636593096e-13
RAB37	1.50432992569799	0.339133656759475	-1.16519626893852	477	155	141	12	0.29559748427673	0.0774193548387097	6.62013191244524e-08	3.30331478930947e-09	3.63776591001678e-08	4.52520157774167e-15	1.36338954654129e-13
PRPF8	1.88478022733702	0.700182617851196	-1.18459760948583	477	155	189	23	0.39622641509434	0.148387096774194	2.4101283423503e-08	4.71722018098985e-09	2.59110422431583e-08	4.60074392448289e-15	1.38380412862281e-13
HERC2P2	2.37141343624198	1.16524102171571	-1.20617241452627	477	155	251	39	0.526205450733753	0.251612903225806	4.42622871907543e-09	1.91164764692012e-09	6.53984470693997e-08	4.70296520369022e-15	1.41216063278374e-13
GUCY1B3	1.3977927170217	0.280104068325369	-1.11768864869633	477	155	118	7	0.247379454926625	0.0451612903225806	7.66417637588727e-08	1.49739031174045e-09	8.63490940855866e-08	4.8596001465008e-15	1.45428034013802e-13
PRPF40A	3.21409881756228	1.67118512899865	-1.54291368856363	477	155	289	51	0.605870020964361	0.329032258064516	3.35574235007501e-09	2.07793471989634e-09	7.43111590691469e-08	5.77613863015188e-15	1.7227624209661e-13
ATP6V1F	4.2847893251167	2.38593127489996	-1.89885805021674	477	155	328	64	0.687631027253669	0.412903225806452	1.66647450703078e-09	2.19831576087898e-09	7.65021427812227e-08	6.27657919322729e-15	1.86888562376563e-13
ACAP1	1.43098626603927	0.404318095499837	-1.02666817053943	477	155	138	11	0.289308176100629	0.0709677419354839	4.90745519647546e-08	2.11774037049677e-09	8.23283392294631e-08	6.50072288214272e-15	1.93238879520015e-13
RTN4	4.11820356158588	2.07226371325725	-2.04593984832863	477	155	327	68	0.685534591194969	0.438709677419355	5.9956001938147e-08	6.66879930757372e-08	2.6593470555158e-09	6.6094256057284e-15	1.96142152867159e-13
METTL3	2.68023613809278	1.06666500568564	-1.61357113240714	477	155	207	28	0.433962264150943	0.180645161290323	2.49655760361711e-08	6.32768563341667e-09	2.81440895491614e-08	6.63627840471871e-15	1.966108082038e-13
ETF1	2.5628342117616	1.12348562729937	-1.43934858446223	477	155	223	32	0.467505241090147	0.206451612903226	1.50377064063866e-08	3.75353757798903e-09	4.87240452429493e-08	6.81030388816571e-15	2.01430885051637e-13
ARHGAP9	1.76977337175598	0.596684621853241	-1.17308874990274	477	155	161	16	0.337526205450734	0.103225806451613	3.01171785612511e-08	2.52201083738721e-09	7.26633516159518e-08	6.82371961904789e-15	2.01492425163115e-13
CCND2	3.42585931000126	5.09322164936848	1.66736233936722	477	155	350	138	0.733752620545073	0.890322580645161	8.59478960529776e-05	2.56557299161575e-05	7.93103923839655e-12	7.55528572369827e-15	2.21988031445389e-13
SMARCC1	1.86240150709949	0.781293985945933	-1.08110752115356	477	155	187	22	0.392033542976939	0.141935483870968	1.59043313685661e-08	2.29148898421193e-09	9.94585348337567e-08	8.43660975144173e-15	2.46659827206625e-13
TXN	9.00676289753839	6.90956204568656	-2.09720085185182	477	155	474	139	0.993710691823899	0.896774193548387	4.37848640795585e-09	4.40584129580492e-08	5.1888379733569e-09	8.46195889827309e-15	2.46994714902631e-13
ANKRD40	3.09921363879906	4.82698549789704	1.72777185909798	477	155	394	147	0.825995807127883	0.948387096774194	0.000273738191470894	6.41816446483903e-05	3.87979404379069e-12	9.19575604986602e-15	2.66661924212754e-13
FAM98B	1.14883914824402	0.14716603274937	-1.00167311549465	477	155	124	9	0.259958071278826	0.0580645161290323	1.57393070736593e-07	6.98320497297903e-09	3.78274647411111e-08	9.73946327751189e-15	2.81968565506598e-13
MCM4	2.36027815036087	0.88917938988549	-1.47109876047538	477	155	215	31	0.450733752620545	0.2	4.57090541035779e-08	1.54496412812281e-08	1.7790871516021e-08	1.01232605060193e-14	2.9260338008943e-13
BHLHE40	1.32439368836162	0.315107624418471	-1.00928606394315	477	155	131	10	0.274633123689727	0.0645161290322581	8.9065145749886e-08	3.9052731005412e-09	7.21802364646267e-08	1.03747341590252e-14	2.99385185731869e-13
